Name,Type,Subtype,Prerequisite,Description,Additional Notes,Martial,Spellcasting,Mastery,Offensive,Defensive,Skill,Racial,Flavour,Exclusive,Prereq,Rest,Exploration,Roleplay,Movement,Meta,Piety
Psionic Cleave,Gem,Weapon Mastery,Exclusive,"You get the benefits of the Cleave Orenth trait. Additionally, wheneveryou make the second attack, the second creature must be within 10 feet of the original but not necessarilily within your reach. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Transfer of Kinetic Energy,Gem,Weapon Mastery,Exclusive,"You gain the benefits of the Slow Orenth trait. Additionally, whenever you reduce a creature's speed your own speed increases by 10 feet until the end of your turn. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Elegant Fighting,Gem,Weapon Mastery,Exclusive,Pick one weapon that you have proficiency with that lacks the Finesse trait. This weapon is now considered a Finesse weapon when you wield it. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mastery over Body and Mind,Gem,Weapon Mastery,Exclusive,"You gain the benefits of the Elegant Fighting Orenth trait. Additionally, you may use your Intelligence instead of your Strength or Dexterity for attack and damage rolls when fighting with a Finesse weapon. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cosmic Orenth Transmuter,Gem,,,"As an action you can touch an aberration or fiend that has been killed within the last minute. It must have a minimum CR of 7. Over the course of the next hour the Cosmic Orenth of the creature is captured inside a newly created Gem Stalker of an appropriate colour. This Gem Stalker remains under your control for the next week, after which it learns the location of the nearest Gem Dragon that matches its type and comes under their control instead. You may only create a Gem Stalker in this way when you have none under your control.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gem Snack Summoner,Gem,,,"Once per long rest you can cast Summon Beast at a level equal to your proficiency bonus. Intelligence is your spellcasting ability for this spell. The type of beast it summons depends on the Gem type you associate with as seen in the Snack Summon table
When you cast the spell in this way it requires no components. If you kill the beast you regain a number of hit points equal to 5 times your proficiency bonus. Once you attack the beast it is no longer an ally and will fight back, but won’t run. 
You may also cast the spell in the regular way with any spell slots you have yourself.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arcane Connection,Gem,,,"You can cast any spell you can cast once per long rest because of a racial trait, once per short rest instead. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gem Resistance,Gem,,,"You gain resistance to one of the following pairs of damage types: force and psychic, thunder and lightning, psychic and fire, necrotic and acid, or cold and radiant damage. Additionally, whenever someone rolls for damage within 30 feet of you you may use your reaction to change the damage type to one of the ones you gained resistance to from this trait. You may use this reaction a number of times equal to your Intelligence modifier and regain all uses at the end of a Long Rest. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Induced Gravity,Gem,,Exclusive,"You gain the benefits of the Slow Orenth trait. Additionally, any creature of your choice within 10 feet of the creature you slowed also has its speed reduced by 10 feet until the start of your next turn. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Friendly Strikes,Gem,Weapon Mastery,"Exclusive, a Tier 1 Fey Orenth trait. ","You gain the benefits of the Sap Orenth trait. Additionally, whenever you hit a creature you may choose to charm them instead. They must make a Wisdom saving throw (DC = 8+your proficiency bonus+your Intelligence modifier). On a failed save they become charmed by you until the start of your next turn. On a successful save nothing happens (and they also don't gain disadvantage on their next attack against you). You may use this feature a number of times equal to your Intelligence modifier and regain all uses after a long rest. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ruby Spellcasting,Gem,Ruby,10+ piety with Sardior and a Gem Spellcasting Orenth trait. ,Whenever you use your Gem Spellcasting Orenth trait you may also regain a 2nd level spellslot. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Induced Intoxication,Ingens,Giant,Dwarf,"The alcohol finally kicks in. As a bonus action you can gain the following effects. For the next hour, you have disadvantage on Intelligence and Wisdom ability checks and saving throws. Additionally, your current hit points and hit point maximum increase by an amount equal to your level, and you gain a number of temporary hit points equal to your constitution modifier at the start of each of your turns. It automatically activates when you drop to 0 hit points, but then you can't use it again until the end of your next long rest. You may use this ability once per Short Rest as long as you had alcohol during the short rest. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Iron Skin,Ingens,Giant,,"Your skin hardens like iron, giving you resistance to bludgeoning, piercing or slashing damage. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Grounded,Ingens,Giant,Dwarf,As a reaction you can become immune to lightning damage until the end of your next turn. You may use this ability a number of times equal to your proficiency bonus and regain all uses at the end of a Long Rest. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Body Slam,Ingens,Giant,Goliath,While grappling a creature you may use the creature as a weapon. Your unarmed strikes against other creatures deal an additional 1d4 bludgeoning damage and whenever you hit a creature the creature you are grappling also takes 1d4 bludgeoning damage. ,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
It's the little things that count,Ingens,Little Folk,,You may pick 3 tier 1 Orenth traits of any type. These traits count as Ingens Orenth traits for you. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ooblek Armor,Ingens,Oceanic,,Whenever you take damage you may use your reaction to increase your AC by the number of damage dice dealt until the end of your next turn. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Constricted Constrict,Ingens,Oceanic,Constrict ,"After you grapple a creature you may attempt to grapple the creature again, restraining the creature on a success. If the creature escapes your grapple the restrained condition also ends. ",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rapid Adaptation,Ingens,Ooze,Oobleck Armor Orenth Trait,As a reaction to taking damage you can become resistant to that damage until the end of your next turn. You may use this reaction a number of times equal to your Constitution modifier and regain all uses at the end of a Long Rest,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Charge,Ingens,Weapon Mastery,Exclusive,"Choose a weapon that you have proficiency with that has the Heavy and Reach property. If you move at least 20 feet straight toward a creature before hitting it with an attack with this weapon, the target takes an extra 1d12 damage and must make a Strength saving throw with a DC equal to 8 + your Proficiency Bonus + the ability modifier you used to make the attack roll. On a failure, the target falls prone.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Graze,Ingens,Weapon Mastery,Exclusive,"Choose a melee weapon that you have proficiency with that has the Heavy property. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can’t be increased in any way, other than increasing the ability modifier.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nick,Ingens,Weapon Mastery,Exclusive,"Choose a weapon that you have proficiency with that has the Light property, your Unarmed Strike if you have the Martial Arts feature or a Double Bladed Scimitar if you have the Revenant Blade Feat. When you make the extra attack of the Light property, you can make it as part of the Attack action, instead of as a Bonus Action. You can still make this extra attack only once per turn. 
If you have the Martial Arts feature you can instead make an unarmed strike as part of the action. If you use the Flurry of Blows feature you can spend 1 ki to make an additional unarmed strike as a bonus action. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Push,Ingens,Weapon Mastery,Exclusive,"Choose a weapon that you have proficiency with that has the Heavy, Two-Handed or Versatile Property. If you hit a creature with this weapon, you may push them up to 10 feet away from you horizontally, if it is no more than one size larger than you.  ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
